OTU	Classification	tax	Label
Otu03341	OTU3341	Firmicutes	Firmicutes (OTU3341)
Otu03342	OTU3342	Escherichia/Shigella	Escherichia/Shigella (OTU3342)
Otu03343	OTU3343	Enterobacteriaceae	Enterobacteriaceae (OTU3343)
Otu03344	OTU3344	Bifidobacterium	Bifidobacterium (OTU3344)
Otu03345	OTU3345	Coriobacteriaceae	Coriobacteriaceae (OTU3345)
Otu03346	OTU3346	Paraprevotella	Paraprevotella (OTU3346)
Otu03347	OTU3347	Bifidobacterium	Bifidobacterium (OTU3347)
Otu03348	OTU3348	Bifidobacterium	Bifidobacterium (OTU3348)
Otu03349	OTU3349	Parabacteroides	Parabacteroides (OTU3349)
Otu03350	OTU3350	Bifidobacterium	Bifidobacterium (OTU3350)
Otu03351	OTU3351	Firmicutes	Firmicutes (OTU3351)
Otu03352	OTU3352	Sphingobacterium	Sphingobacterium (OTU3352)
Otu03353	OTU3353	Chitinophagaceae	Chitinophagaceae (OTU3353)
Otu03354	OTU3354	Chitinophagaceae	Chitinophagaceae (OTU3354)
Otu03355	OTU3355	Collinsella	Collinsella (OTU3355)
Otu03356	OTU3356	Sphingobacterium	Sphingobacterium (OTU3356)
Otu03357	OTU3357	Prevotellaceae	Prevotellaceae (OTU3357)
Otu03358	OTU3358	Bacteroides	Bacteroides (OTU3358)
Otu03359	OTU3359	Coriobacteriaceae	Coriobacteriaceae (OTU3359)
Otu03360	OTU3360	Firmicutes	Firmicutes (OTU3360)
Otu03361	OTU3361	Clostridia	Clostridia (OTU3361)
Otu03362	OTU3362	Bifidobacteriaceae	Bifidobacteriaceae (OTU3362)
Otu03363	OTU3363	Bacteroides	Bacteroides (OTU3363)
Otu03364	OTU3364	Bacteroides	Bacteroides (OTU3364)
Otu03365	OTU3365	Alphaproteobacteria	Alphaproteobacteria (OTU3365)
Otu03366	OTU3366	Coriobacteriaceae	Coriobacteriaceae (OTU3366)
Otu03367	OTU3367	Bacteroides	Bacteroides (OTU3367)
Otu03368	OTU3368	Firmicutes	Firmicutes (OTU3368)
Otu03369	OTU3369	Bacteroides	Bacteroides (OTU3369)
Otu03370	OTU3370	Bacteroides	Bacteroides (OTU3370)
Otu03371	OTU3371	Parabacteroides	Parabacteroides (OTU3371)
Otu03372	OTU3372	Bacteroides	Bacteroides (OTU3372)
Otu03373	OTU3373	Bacteroides	Bacteroides (OTU3373)
Otu03374	OTU3374	Bacteroides	Bacteroides (OTU3374)
Otu03375	OTU3375	Barnesiella	Barnesiella (OTU3375)
Otu03376	OTU3376	Bacteroides	Bacteroides (OTU3376)
Otu03377	OTU3377	Barnesiella	Barnesiella (OTU3377)
Otu03378	OTU3378	Eggerthella	Eggerthella (OTU3378)
Otu03379	OTU3379	Firmicutes	Firmicutes (OTU3379)
Otu03380	OTU3380	Collinsella	Collinsella (OTU3380)
Otu03381	OTU3381	Clostridia	Clostridia (OTU3381)
Otu03382	OTU3382	Clostridia	Clostridia (OTU3382)
Otu03383	OTU3383	Clostridia	Clostridia (OTU3383)
Otu03384	OTU3384	Firmicutes	Firmicutes (OTU3384)
Otu03385	OTU3385	Clostridia	Clostridia (OTU3385)
Otu03386	OTU3386	Alcaligenaceae	Alcaligenaceae (OTU3386)
Otu03387	OTU3387	Parasutterella	Parasutterella (OTU3387)
Otu03388	OTU3388	Firmicutes	Firmicutes (OTU3388)
Otu03389	OTU3389	Firmicutes	Firmicutes (OTU3389)
Otu03390	OTU3390	Firmicutes	Firmicutes (OTU3390)
Otu03391	OTU3391	Sutterella	Sutterella (OTU3391)
Otu03392	OTU3392	Firmicutes	Firmicutes (OTU3392)
Otu03393	OTU3393	Enterobacteriaceae	Enterobacteriaceae (OTU3393)
Otu03394	OTU3394	Betaproteobacteria	Betaproteobacteria (OTU3394)
Otu03395	OTU3395	Betaproteobacteria	Betaproteobacteria (OTU3395)
Otu03396	OTU3396	Betaproteobacteria	Betaproteobacteria (OTU3396)
Otu03397	OTU3397	Parasutterella	Parasutterella (OTU3397)
Otu03398	OTU3398	Enterobacteriaceae	Enterobacteriaceae (OTU3398)
Otu03399	OTU3399	Parasutterella	Parasutterella (OTU3399)
Otu03400	OTU3400	Clostridia	Clostridia (OTU3400)
Otu03401	OTU3401	Clostridia	Clostridia (OTU3401)
Otu03402	OTU3402	Coriobacteriaceae	Coriobacteriaceae (OTU3402)
Otu03403	OTU3403	Clostridia	Clostridia (OTU3403)
Otu03404	OTU3404	Clostridia	Clostridia (OTU3404)
Otu03405	OTU3405	Clostridia	Clostridia (OTU3405)
Otu03406	OTU3406	Clostridia	Clostridia (OTU3406)
Otu03407	OTU3407	Coriobacteriaceae	Coriobacteriaceae (OTU3407)
Otu03408	OTU3408	Clostridia	Clostridia (OTU3408)
Otu03409	OTU3409	Firmicutes	Firmicutes (OTU3409)
Otu03410	OTU3410	Coriobacteriaceae	Coriobacteriaceae (OTU3410)
Otu03411	OTU3411	Firmicutes	Firmicutes (OTU3411)
Otu03412	OTU3412	Clostridia	Clostridia (OTU3412)
Otu03413	OTU3413	Clostridia	Clostridia (OTU3413)
Otu03414	OTU3414	Clostridia	Clostridia (OTU3414)
Otu03415	OTU3415	Firmicutes	Firmicutes (OTU3415)
Otu03416	OTU3416	Clostridia	Clostridia (OTU3416)
Otu03417	OTU3417	Firmicutes	Firmicutes (OTU3417)
Otu03418	OTU3418	Clostridia	Clostridia (OTU3418)
Otu03419	OTU3419	Lachnospiraceae	Lachnospiraceae (OTU3419)
Otu03420	OTU3420	Lachnospiraceae	Lachnospiraceae (OTU3420)
Otu03421	OTU3421	Ruminococcaceae	Ruminococcaceae (OTU3421)
Otu03422	OTU3422	Lachnospiraceae	Lachnospiraceae (OTU3422)
Otu03423	OTU3423	Clostridiales	Clostridiales (OTU3423)
Otu03424	OTU3424	Lachnospiraceae	Lachnospiraceae (OTU3424)
Otu03425	OTU3425	Clostridium_IV	Clostridium_IV (OTU3425)
Otu03426	OTU3426	Ruminococcaceae	Ruminococcaceae (OTU3426)
Otu03427	OTU3427	Lachnospiraceae	Lachnospiraceae (OTU3427)
Otu03428	OTU3428	Ruminococcaceae	Ruminococcaceae (OTU3428)
Otu03429	OTU3429	Ruminococcaceae	Ruminococcaceae (OTU3429)
Otu03430	OTU3430	Clostridiales	Clostridiales (OTU3430)
Otu03431	OTU3431	Lachnospiraceae	Lachnospiraceae (OTU3431)
Otu03432	OTU3432	Clostridium_IV	Clostridium_IV (OTU3432)
Otu03433	OTU3433	Clostridiales	Clostridiales (OTU3433)
Otu03434	OTU3434	Lachnospiraceae	Lachnospiraceae (OTU3434)
Otu03435	OTU3435	Clostridiales	Clostridiales (OTU3435)
Otu03436	OTU3436	Ruminococcaceae	Ruminococcaceae (OTU3436)
Otu03437	OTU3437	Blautia	Blautia (OTU3437)
Otu03438	OTU3438	Clostridium_IV	Clostridium_IV (OTU3438)
Otu03439	OTU3439	Ruminococcaceae	Ruminococcaceae (OTU3439)
Otu03440	OTU3440	Lachnospiraceae	Lachnospiraceae (OTU3440)
Otu03441	OTU3441	Clostridiales	Clostridiales (OTU3441)
Otu03442	OTU3442	Clostridiaceae_1	Clostridiaceae_1 (OTU3442)
Otu03443	OTU3443	Ruminococcaceae	Ruminococcaceae (OTU3443)
Otu03444	OTU3444	Ruminococcaceae	Ruminococcaceae (OTU3444)
Otu03445	OTU3445	Faecalibacterium	Faecalibacterium (OTU3445)
Otu03446	OTU3446	Clostridiaceae_1	Clostridiaceae_1 (OTU3446)
Otu03447	OTU3447	Blautia	Blautia (OTU3447)
Otu03448	OTU3448	Clostridiales	Clostridiales (OTU3448)
Otu03449	OTU3449	Lachnospiraceae	Lachnospiraceae (OTU3449)
Otu03450	OTU3450	Lachnospiraceae	Lachnospiraceae (OTU3450)
Otu03451	OTU3451	Ruminococcaceae	Ruminococcaceae (OTU3451)
Otu03452	OTU3452	Clostridiaceae_1	Clostridiaceae_1 (OTU3452)
Otu03453	OTU3453	Butyricicoccus	Butyricicoccus (OTU3453)
Otu03454	OTU3454	Clostridium_XI	Clostridium_XI (OTU3454)
Otu03455	OTU3455	Ruminococcaceae	Ruminococcaceae (OTU3455)
Otu03456	OTU3456	Roseburia	Roseburia (OTU3456)
Otu03457	OTU3457	Lachnospiraceae	Lachnospiraceae (OTU3457)
Otu03458	OTU3458	Faecalibacterium	Faecalibacterium (OTU3458)
Otu03459	OTU3459	Clostridiaceae_1	Clostridiaceae_1 (OTU3459)
Otu03460	OTU3460	Lachnospiraceae	Lachnospiraceae (OTU3460)
Otu03461	OTU3461	Clostridiales	Clostridiales (OTU3461)
Otu03462	OTU3462	Faecalibacterium	Faecalibacterium (OTU3462)
Otu03463	OTU3463	Clostridium_XlVa	Clostridium_XlVa (OTU3463)
Otu03464	OTU3464	Lachnospiraceae	Lachnospiraceae (OTU3464)
Otu03465	OTU3465	Lachnospiraceae	Lachnospiraceae (OTU3465)
Otu03466	OTU3466	Oscillibacter	Oscillibacter (OTU3466)
Otu03467	OTU3467	Lachnospiraceae	Lachnospiraceae (OTU3467)
Otu03468	OTU3468	Lachnospiraceae	Lachnospiraceae (OTU3468)
Otu03469	OTU3469	Ruminococcaceae	Ruminococcaceae (OTU3469)
Otu03470	OTU3470	Ruminococcaceae	Ruminococcaceae (OTU3470)
Otu03471	OTU3471	Ruminococcus	Ruminococcus (OTU3471)
Otu03472	OTU3472	Dorea	Dorea (OTU3472)
Otu03473	OTU3473	Megasphaera	Megasphaera (OTU3473)
Otu03474	OTU3474	Succiniclasticum	Succiniclasticum (OTU3474)
Otu03475	OTU3475	Dialister	Dialister (OTU3475)
Otu03476	OTU3476	Veillonella	Veillonella (OTU3476)
Otu03477	OTU3477	Succiniclasticum	Succiniclasticum (OTU3477)
Otu03478	OTU3478	Acidaminococcus	Acidaminococcus (OTU3478)
Otu03479	OTU3479	Megasphaera	Megasphaera (OTU3479)
Otu03480	OTU3480	Megasphaera	Megasphaera (OTU3480)
Otu03481	OTU3481	Dialister	Dialister (OTU3481)
Otu03482	OTU3482	Veillonella	Veillonella (OTU3482)
Otu03483	OTU3483	Veillonella	Veillonella (OTU3483)
Otu03484	OTU3484	Megamonas	Megamonas (OTU3484)
Otu03485	OTU3485	Veillonellaceae	Veillonellaceae (OTU3485)
Otu03486	OTU3486	Veillonellaceae	Veillonellaceae (OTU3486)
Otu03487	OTU3487	Veillonellaceae	Veillonellaceae (OTU3487)
Otu03488	OTU3488	Veillonellaceae	Veillonellaceae (OTU3488)
Otu03489	OTU3489	Acidaminococcus	Acidaminococcus (OTU3489)
Otu03490	OTU3490	Dialister	Dialister (OTU3490)
Otu03491	OTU3491	Veillonellaceae	Veillonellaceae (OTU3491)
Otu03492	OTU3492	Veillonellaceae	Veillonellaceae (OTU3492)
Otu03493	OTU3493	Veillonella	Veillonella (OTU3493)
Otu03494	OTU3494	Selenomonas	Selenomonas (OTU3494)
Otu03495	OTU3495	Veillonellaceae	Veillonellaceae (OTU3495)
Otu03496	OTU3496	Phascolarctobacterium	Phascolarctobacterium (OTU3496)
Otu03497	OTU3497	Acidaminococcus	Acidaminococcus (OTU3497)
Otu03498	OTU3498	Megasphaera	Megasphaera (OTU3498)
Otu03499	OTU3499	Veillonellaceae	Veillonellaceae (OTU3499)
Otu03500	OTU3500	Ruminococcaceae	Ruminococcaceae (OTU3500)
Otu03501	OTU3501	Lachnospiraceae	Lachnospiraceae (OTU3501)
Otu03502	OTU3502	Clostridium_sensu_stricto	Clostridium_sensu_stricto (OTU3502)
Otu03503	OTU3503	Lachnospiraceae	Lachnospiraceae (OTU3503)
Otu03504	OTU3504	Ruminococcus	Ruminococcus (OTU3504)
Otu03505	OTU3505	Dialister	Dialister (OTU3505)
Otu03506	OTU3506	Phascolarctobacterium	Phascolarctobacterium (OTU3506)
Otu03507	OTU3507	Acidaminococcaceae	Acidaminococcaceae (OTU3507)
Otu03508	OTU3508	Anaeroglobus	Anaeroglobus (OTU3508)
Otu03509	OTU3509	Selenomonadales	Selenomonadales (OTU3509)
Otu03510	OTU3510	Dialister	Dialister (OTU3510)
Otu03511	OTU3511	Succiniclasticum	Succiniclasticum (OTU3511)
Otu03512	OTU3512	Megamonas	Megamonas (OTU3512)
Otu03513	OTU3513	Megamonas	Megamonas (OTU3513)
Otu03514	OTU3514	Megamonas	Megamonas (OTU3514)
Otu03515	OTU3515	Megamonas	Megamonas (OTU3515)
Otu03516	OTU3516	Veillonella	Veillonella (OTU3516)
Otu03517	OTU3517	Veillonella	Veillonella (OTU3517)
Otu03518	OTU3518	Veillonella	Veillonella (OTU3518)
Otu03519	OTU3519	Veillonellaceae	Veillonellaceae (OTU3519)
Otu03520	OTU3520	Veillonellaceae	Veillonellaceae (OTU3520)
Otu03521	OTU3521	Dialister	Dialister (OTU3521)
Otu03522	OTU3522	Phascolarctobacterium	Phascolarctobacterium (OTU3522)
Otu03523	OTU3523	Dialister	Dialister (OTU3523)
Otu03524	OTU3524	Veillonella	Veillonella (OTU3524)
Otu03525	OTU3525	Veillonellaceae	Veillonellaceae (OTU3525)
Otu03526	OTU3526	Anaeroglobus	Anaeroglobus (OTU3526)
Otu03527	OTU3527	Lachnospiraceae	Lachnospiraceae (OTU3527)
Otu03528	OTU3528	Lachnospiraceae	Lachnospiraceae (OTU3528)
Otu03529	OTU3529	Lachnospiraceae	Lachnospiraceae (OTU3529)
Otu03530	OTU3530	Lachnospiraceae	Lachnospiraceae (OTU3530)
Otu03531	OTU3531	Ruminococcus	Ruminococcus (OTU3531)
Otu03532	OTU3532	Clostridiales	Clostridiales (OTU3532)
Otu03533	OTU3533	Lachnospiraceae	Lachnospiraceae (OTU3533)
Otu03534	OTU3534	Lachnospiraceae	Lachnospiraceae (OTU3534)
Otu03535	OTU3535	Ruminococcaceae	Ruminococcaceae (OTU3535)
Otu03536	OTU3536	Lachnospiraceae	Lachnospiraceae (OTU3536)
Otu03537	OTU3537	Lachnospiraceae	Lachnospiraceae (OTU3537)
Otu03538	OTU3538	Faecalibacterium	Faecalibacterium (OTU3538)
Otu03539	OTU3539	Clostridiales	Clostridiales (OTU3539)
Otu03540	OTU3540	Ruminococcaceae	Ruminococcaceae (OTU3540)
Otu03541	OTU3541	Anaerotruncus	Anaerotruncus (OTU3541)
Otu03542	OTU3542	Lachnospiraceae	Lachnospiraceae (OTU3542)
Otu03543	OTU3543	Blautia	Blautia (OTU3543)
Otu03544	OTU3544	Ruminococcaceae	Ruminococcaceae (OTU3544)
Otu03545	OTU3545	Blautia	Blautia (OTU3545)
Otu03546	OTU3546	Ruminococcaceae	Ruminococcaceae (OTU3546)
Otu03547	OTU3547	Lachnospiraceae	Lachnospiraceae (OTU3547)
Otu03548	OTU3548	Clostridiales	Clostridiales (OTU3548)
Otu03549	OTU3549	Faecalibacterium	Faecalibacterium (OTU3549)
Otu03550	OTU3550	Ruminococcaceae	Ruminococcaceae (OTU3550)
Otu03551	OTU3551	Ruminococcaceae	Ruminococcaceae (OTU3551)
Otu03552	OTU3552	Faecalibacterium	Faecalibacterium (OTU3552)
Otu03553	OTU3553	Lachnospiraceae	Lachnospiraceae (OTU3553)
Otu03554	OTU3554	Ruminococcaceae	Ruminococcaceae (OTU3554)
Otu03555	OTU3555	Blautia	Blautia (OTU3555)
Otu03556	OTU3556	Anaerosalibacter	Anaerosalibacter (OTU3556)
Otu03557	OTU3557	Blautia	Blautia (OTU3557)
Otu03558	OTU3558	Lachnospiraceae	Lachnospiraceae (OTU3558)
Otu03559	OTU3559	Clostridiaceae_1	Clostridiaceae_1 (OTU3559)
Otu03560	OTU3560	Ruminococcaceae	Ruminococcaceae (OTU3560)
Otu03561	OTU3561	Lachnospiraceae	Lachnospiraceae (OTU3561)
Otu03562	OTU3562	Lachnospiraceae	Lachnospiraceae (OTU3562)
Otu03563	OTU3563	Lachnospiraceae	Lachnospiraceae (OTU3563)
Otu03564	OTU3564	Clostridiaceae_1	Clostridiaceae_1 (OTU3564)
Otu03565	OTU3565	Clostridiales	Clostridiales (OTU3565)
Otu03566	OTU3566	Lachnospiraceae	Lachnospiraceae (OTU3566)
Otu03567	OTU3567	Ruminococcaceae	Ruminococcaceae (OTU3567)
Otu03568	OTU3568	Clostridiales	Clostridiales (OTU3568)
Otu03569	OTU3569	Clostridiales	Clostridiales (OTU3569)
Otu03570	OTU3570	Lachnospiraceae	Lachnospiraceae (OTU3570)
Otu03571	OTU3571	Lachnospiraceae	Lachnospiraceae (OTU3571)
Otu03572	OTU3572	Clostridium_XI	Clostridium_XI (OTU3572)
Otu03573	OTU3573	Lachnospiraceae	Lachnospiraceae (OTU3573)
Otu03574	OTU3574	Lachnospiraceae	Lachnospiraceae (OTU3574)
Otu03575	OTU3575	Lachnospiraceae	Lachnospiraceae (OTU3575)
Otu03576	OTU3576	Ruminococcaceae	Ruminococcaceae (OTU3576)
Otu03577	OTU3577	Lachnospiraceae	Lachnospiraceae (OTU3577)
Otu03578	OTU3578	Lachnospiraceae	Lachnospiraceae (OTU3578)
Otu03579	OTU3579	Lachnospiraceae	Lachnospiraceae (OTU3579)
Otu03580	OTU3580	Clostridium_XI	Clostridium_XI (OTU3580)
Otu03581	OTU3581	Lachnospiraceae	Lachnospiraceae (OTU3581)
Otu03582	OTU3582	Clostridiales	Clostridiales (OTU3582)
Otu03583	OTU3583	Clostridiales	Clostridiales (OTU3583)
Otu03584	OTU3584	Clostridiales	Clostridiales (OTU3584)
Otu03585	OTU3585	Lachnospiraceae	Lachnospiraceae (OTU3585)
Otu03586	OTU3586	Clostridium_IV	Clostridium_IV (OTU3586)
Otu03587	OTU3587	Clostridiales	Clostridiales (OTU3587)
Otu03588	OTU3588	Coprococcus	Coprococcus (OTU3588)
Otu03589	OTU3589	Ruminococcaceae	Ruminococcaceae (OTU3589)
Otu03590	OTU3590	Clostridiales	Clostridiales (OTU3590)
Otu03591	OTU3591	Ruminococcus2	Ruminococcus2 (OTU3591)
Otu03592	OTU3592	Clostridiales	Clostridiales (OTU3592)
Otu03593	OTU3593	Ruminococcaceae	Ruminococcaceae (OTU3593)
Otu03594	OTU3594	Lachnospiraceae	Lachnospiraceae (OTU3594)
Otu03595	OTU3595	Lachnospiraceae	Lachnospiraceae (OTU3595)
Otu03596	OTU3596	Ruminococcus2	Ruminococcus2 (OTU3596)
Otu03597	OTU3597	Clostridiales	Clostridiales (OTU3597)
Otu03598	OTU3598	Ruminococcaceae	Ruminococcaceae (OTU3598)
Otu03599	OTU3599	Lachnospiraceae	Lachnospiraceae (OTU3599)
Otu03600	OTU3600	Roseburia	Roseburia (OTU3600)
Otu03601	OTU3601	Clostridiales	Clostridiales (OTU3601)
Otu03602	OTU3602	Clostridiales	Clostridiales (OTU3602)
Otu03603	OTU3603	Clostridiales	Clostridiales (OTU3603)
Otu03604	OTU3604	Coprococcus	Coprococcus (OTU3604)
Otu03605	OTU3605	Lachnospiraceae	Lachnospiraceae (OTU3605)
Otu03606	OTU3606	Ruminococcaceae	Ruminococcaceae (OTU3606)
Otu03607	OTU3607	Clostridiales	Clostridiales (OTU3607)
Otu03608	OTU3608	Blautia	Blautia (OTU3608)
Otu03609	OTU3609	Lachnospiraceae	Lachnospiraceae (OTU3609)
Otu03610	OTU3610	Lachnospiraceae	Lachnospiraceae (OTU3610)
Otu03611	OTU3611	Clostridiales	Clostridiales (OTU3611)
Otu03612	OTU3612	Lachnospiraceae	Lachnospiraceae (OTU3612)
Otu03613	OTU3613	Blautia	Blautia (OTU3613)
Otu03614	OTU3614	Lachnospiraceae	Lachnospiraceae (OTU3614)
Otu03615	OTU3615	Blautia	Blautia (OTU3615)
Otu03616	OTU3616	Clostridiales	Clostridiales (OTU3616)
Otu03617	OTU3617	Blautia	Blautia (OTU3617)
Otu03618	OTU3618	Clostridiales	Clostridiales (OTU3618)
Otu03619	OTU3619	Clostridiales	Clostridiales (OTU3619)
Otu03620	OTU3620	Ruminococcaceae	Ruminococcaceae (OTU3620)
Otu03621	OTU3621	Clostridiales	Clostridiales (OTU3621)
Otu03622	OTU3622	Clostridiales	Clostridiales (OTU3622)
Otu03623	OTU3623	Clostridium_XlVb	Clostridium_XlVb (OTU3623)
Otu03624	OTU3624	Ruminococcaceae	Ruminococcaceae (OTU3624)
Otu03625	OTU3625	Ruminococcaceae	Ruminococcaceae (OTU3625)
Otu03626	OTU3626	Blautia	Blautia (OTU3626)
Otu03627	OTU3627	Dorea	Dorea (OTU3627)
Otu03628	OTU3628	Lachnospiraceae	Lachnospiraceae (OTU3628)
Otu03629	OTU3629	Ruminococcus	Ruminococcus (OTU3629)
Otu03630	OTU3630	Lachnospiraceae	Lachnospiraceae (OTU3630)
Otu03631	OTU3631	Blautia	Blautia (OTU3631)
Otu03632	OTU3632	Clostridiales	Clostridiales (OTU3632)
Otu03633	OTU3633	Clostridiales	Clostridiales (OTU3633)
Otu03634	OTU3634	Peptoniphilus	Peptoniphilus (OTU3634)
Otu03635	OTU3635	Bacteria	Bacteria (OTU3635)
Otu03636	OTU3636	Bacteria	Bacteria (OTU3636)
Otu03637	OTU3637	Bacteria	Bacteria (OTU3637)
Otu03638	OTU3638	Bacteria	Bacteria (OTU3638)
Otu03639	OTU3639	Bacteria	Bacteria (OTU3639)
Otu03640	OTU3640	Bacteria	Bacteria (OTU3640)
Otu03641	OTU3641	Bacteria	Bacteria (OTU3641)
Otu03642	OTU3642	Bacteria	Bacteria (OTU3642)
Otu03643	OTU3643	Bacteria	Bacteria (OTU3643)
Otu03644	OTU3644	Bacteria	Bacteria (OTU3644)
Otu03645	OTU3645	Bacteria	Bacteria (OTU3645)
Otu03646	OTU3646	Bacteria	Bacteria (OTU3646)
Otu03647	OTU3647	Bacteria	Bacteria (OTU3647)
Otu03648	OTU3648	Bacteria	Bacteria (OTU3648)
Otu03649	OTU3649	Bacteria	Bacteria (OTU3649)
Otu03650	OTU3650	Bacteria	Bacteria (OTU3650)
Otu03651	OTU3651	Bacteria	Bacteria (OTU3651)
Otu03652	OTU3652	Bacteria	Bacteria (OTU3652)
Otu03653	OTU3653	Bacteria	Bacteria (OTU3653)
Otu03654	OTU3654	Bacteria	Bacteria (OTU3654)
Otu03655	OTU3655	Bacteria	Bacteria (OTU3655)
Otu03656	OTU3656	Bacteria	Bacteria (OTU3656)
Otu03657	OTU3657	Bacteria	Bacteria (OTU3657)
Otu03658	OTU3658	Bacteria	Bacteria (OTU3658)
Otu03659	OTU3659	Bacteria	Bacteria (OTU3659)
Otu03660	OTU3660	Bacteria	Bacteria (OTU3660)
Otu03661	OTU3661	Bacteria	Bacteria (OTU3661)
Otu03662	OTU3662	Bacteria	Bacteria (OTU3662)
Otu03663	OTU3663	Bacteria	Bacteria (OTU3663)
Otu03664	OTU3664	Bacteria	Bacteria (OTU3664)
Otu03665	OTU3665	Bacteria	Bacteria (OTU3665)
Otu03666	OTU3666	Bacteria	Bacteria (OTU3666)
Otu03667	OTU3667	Bacteria	Bacteria (OTU3667)
Otu03668	OTU3668	Bacteria	Bacteria (OTU3668)
Otu03669	OTU3669	Bacteria	Bacteria (OTU3669)
Otu03670	OTU3670	Bacteria	Bacteria (OTU3670)
Otu03671	OTU3671	Bacteria	Bacteria (OTU3671)
Otu03672	OTU3672	Bacteria	Bacteria (OTU3672)
Otu03673	OTU3673	Bacteria	Bacteria (OTU3673)
Otu03674	OTU3674	Bacteria	Bacteria (OTU3674)
Otu03675	OTU3675	Bacteria	Bacteria (OTU3675)
Otu03676	OTU3676	Bacteria	Bacteria (OTU3676)
Otu03677	OTU3677	Bacteria	Bacteria (OTU3677)
Otu03678	OTU3678	Bacteria	Bacteria (OTU3678)
Otu03679	OTU3679	Bacteria	Bacteria (OTU3679)
Otu03680	OTU3680	Bacteria	Bacteria (OTU3680)
Otu03681	OTU3681	Bacteria	Bacteria (OTU3681)
Otu03682	OTU3682	Bacteria	Bacteria (OTU3682)
Otu03683	OTU3683	Bacteria	Bacteria (OTU3683)
Otu03684	OTU3684	Bacteria	Bacteria (OTU3684)
Otu03685	OTU3685	Bacteria	Bacteria (OTU3685)
Otu03686	OTU3686	Bacteria	Bacteria (OTU3686)
Otu03687	OTU3687	Bacteria	Bacteria (OTU3687)
Otu03688	OTU3688	Bacteria	Bacteria (OTU3688)
Otu03689	OTU3689	Sphingomonas	Sphingomonas (OTU3689)
Otu03690	OTU3690	Bacilli	Bacilli (OTU3690)
Otu03691	OTU3691	Rhizobium	Rhizobium (OTU3691)
Otu03692	OTU3692	Gammaproteobacteria	Gammaproteobacteria (OTU3692)
Otu03693	OTU3693	Gammaproteobacteria	Gammaproteobacteria (OTU3693)
Otu03694	OTU3694	Gammaproteobacteria	Gammaproteobacteria (OTU3694)
Otu03695	OTU3695	Gammaproteobacteria	Gammaproteobacteria (OTU3695)
Otu03696	OTU3696	Actinobacteria	Actinobacteria (OTU3696)
Otu03697	OTU3697	Actinobacteria	Actinobacteria (OTU3697)
Otu03698	OTU3698	Planctomycetaceae	Planctomycetaceae (OTU3698)
Otu03699	OTU3699	Planctomycetaceae	Planctomycetaceae (OTU3699)
Otu03700	OTU3700	Gemmata	Gemmata (OTU3700)
Otu03701	OTU3701	Pseudoalteromonas	Pseudoalteromonas (OTU3701)
Otu03702	OTU3702	Paracoccus	Paracoccus (OTU3702)
Otu03703	OTU3703	Rubellimicrobium	Rubellimicrobium (OTU3703)
Otu03704	OTU3704	Paracoccus	Paracoccus (OTU3704)
Otu03705	OTU3705	Litorilinea	Litorilinea (OTU3705)
Otu03706	OTU3706	Litorilinea	Litorilinea (OTU3706)
Otu03707	OTU3707	Mycoplasma	Mycoplasma (OTU3707)
Otu03708	OTU3708	Mycoplasma	Mycoplasma (OTU3708)
Otu03709	OTU3709	Roseomonas	Roseomonas (OTU3709)
Otu03710	OTU3710	Azospira	Azospira (OTU3710)
Otu03711	OTU3711	Deltaproteobacteria	Deltaproteobacteria (OTU3711)
Otu03712	OTU3712	Myxococcales	Myxococcales (OTU3712)
Otu03713	OTU3713	Caloribacterium	Caloribacterium (OTU3713)
Otu03714	OTU3714	Legionella	Legionella (OTU3714)
Otu03715	OTU3715	Entomoplasma	Entomoplasma (OTU3715)
Otu03716	OTU3716	Bacteria	Bacteria (OTU3716)
Otu03717	OTU3717	Bacteria	Bacteria (OTU3717)
Otu03718	OTU3718	Bacteria	Bacteria (OTU3718)
Otu03719	OTU3719	Bacteria	Bacteria (OTU3719)
Otu03720	OTU3720	Bacteria	Bacteria (OTU3720)
Otu03721	OTU3721	Bacteria	Bacteria (OTU3721)
Otu03722	OTU3722	Bacteria	Bacteria (OTU3722)
Otu03723	OTU3723	Bacteria	Bacteria (OTU3723)
Otu03724	OTU3724	Bacteria	Bacteria (OTU3724)
Otu03725	OTU3725	Bacteria	Bacteria (OTU3725)
Otu03726	OTU3726	Desulfovibrionaceae	Desulfovibrionaceae (OTU3726)
Otu03727	OTU3727	Bilophila	Bilophila (OTU3727)
Otu03728	OTU3728	Pyramidobacter	Pyramidobacter (OTU3728)
Otu03729	OTU3729	Pyramidobacter	Pyramidobacter (OTU3729)
Otu03730	OTU3730	Pyramidobacter	Pyramidobacter (OTU3730)
Otu03731	OTU3731	Pyramidobacter	Pyramidobacter (OTU3731)
Otu03732	OTU3732	Campylobacter	Campylobacter (OTU3732)
Otu03733	OTU3733	Campylobacter	Campylobacter (OTU3733)
Otu03734	OTU3734	Pseudomonadaceae	Pseudomonadaceae (OTU3734)
Otu03735	OTU3735	Psychrobacter	Psychrobacter (OTU3735)
Otu03736	OTU3736	Pseudomonas	Pseudomonas (OTU3736)
Otu03737	OTU3737	Pseudomonadaceae	Pseudomonadaceae (OTU3737)
Otu03738	OTU3738	Pseudomonas	Pseudomonas (OTU3738)
Otu03739	OTU3739	Neisseriaceae	Neisseriaceae (OTU3739)
